Customer ID,Age,Gender,Location,Season,Subscription Status,Frequency of Purchases
526,51,Male,Iowa,Spring,Yes,Monthly
527,51,Male,New Jersey,Winter,Yes,Monthly
528,21,Male,South Carolina,Winter,Yes,Every 3 Months
529,34,Male,Maryland,Winter,Yes,Annually
530,32,Male,California,Fall,Yes,Monthly
531,48,Male,Montana,Winter,Yes,Bi-Weekly
532,50,Male,Vermont,Fall,Yes,Weekly
533,26,Male,Texas,Winter,Yes,Every 3 Months
534,57,Male,North Carolina,Spring,Yes,Weekly
535,65,Male,Florida,Fall,Yes,Quarterly
536,56,Male,West Virginia,Spring,Yes,Weekly
537,44,Male,Illinois,Fall,Yes,Every 3 Months
538,50,Male,Virginia,Summer,Yes,Annually
539,27,Male,Virginia,Spring,Yes,Weekly
540,49,Male,Wyoming,Winter,Yes,Weekly
541,49,Male,South Carolina,Spring,Yes,Every 3 Months
542,52,Male,Connecticut,Fall,Yes,Bi-Weekly
543,27,Male,Illinois,Spring,Yes,Bi-Weekly
544,53,Male,Alabama,Spring,Yes,Monthly
545,34,Male,Washington,Summer,Yes,Every 3 Months
546,33,Male,Alabama,Summer,Yes,Annually
547,62,Male,New Mexico,Winter,Yes,Bi-Weekly
548,38,Male,Nevada,Winter,Yes,Weekly
549,36,Male,Nebraska,Winter,Yes,Every 3 Months
550,31,Male,Arizona,Fall,Yes,Bi-Weekly
551,62,Male,Georgia,Summer,Yes,Weekly
552,29,Male,Idaho,Fall,Yes,Bi-Weekly
553,24,Male,Missouri,Fall,Yes,Weekly
554,63,Male,Florida,Winter,Yes,Quarterly
555,56,Male,Minnesota,Summer,Yes,Weekly
556,63,Male,Maine,Fall,Yes,Annually
557,40,Male,Montana,Winter,Yes,Fortnightly
558,18,Male,Alaska,Spring,Yes,Weekly
559,50,Male,Iowa,Fall,Yes,Every 3 Months
560,66,Male,Arizona,Fall,Yes,Monthly
561,25,Male,Louisiana,Fall,Yes,Annually
562,65,Male,Alabama,Fall,Yes,Fortnightly
563,53,Male,Missouri,Summer,Yes,Annually
564,61,Male,Idaho,Fall,Yes,Quarterly
565,67,Male,Florida,Winter,Yes,Weekly
566,59,Male,Idaho,Fall,Yes,Weekly
567,55,Male,Alabama,Spring,Yes,Fortnightly
568,21,Male,New Hampshire,Winter,Yes,Fortnightly
569,44,Male,Utah,Summer,Yes,Monthly
570,65,Male,Alabama,Fall,Yes,Every 3 Months
571,65,Male,Iowa,Fall,Yes,Annually
572,54,Male,Kentucky,Spring,Yes,Weekly
573,56,Male,South Carolina,Summer,Yes,Annually
574,58,Male,California,Summer,Yes,Bi-Weekly
575,54,Male,Maine,Fall,Yes,Bi-Weekly
576,58,Male,Nebraska,Fall,Yes,Monthly
577,48,Male,Washington,Winter,Yes,Every 3 Months
578,19,Male,Alabama,Fall,Yes,Annually
579,69,Male,Maine,Fall,Yes,Fortnightly
580,58,Male,California,Winter,Yes,Annually
581,49,Male,Iowa,Spring,Yes,Weekly
582,32,Male,Iowa,Winter,Yes,Every 3 Months
583,40,Male,Colorado,Spring,Yes,Quarterly
584,25,Male,California,Spring,Yes,Monthly
585,70,Male,Indiana,Spring,Yes,Monthly
586,69,Male,South Carolina,Fall,Yes,Every 3 Months
587,45,Male,Wisconsin,Winter,Yes,Annually
588,29,Male,Washington,Fall,Yes,Every 3 Months
589,47,Male,South Dakota,Fall,Yes,Quarterly
590,28,Male,Minnesota,Fall,Yes,Annually
591,64,Male,Alaska,Fall,Yes,Fortnightly
592,47,Male,Kentucky,Fall,Yes,Bi-Weekly
593,60,Male,North Dakota,Fall,Yes,Every 3 Months
594,67,Male,Alaska,Winter,Yes,Every 3 Months
595,35,Male,Oklahoma,Winter,Yes,Monthly
596,30,Male,Delaware,Summer,Yes,Quarterly
597,23,Male,Montana,Summer,Yes,Annually
598,70,Male,Alaska,Summer,Yes,Fortnightly
599,21,Male,California,Winter,Yes,Every 3 Months
600,51,Male,Massachusetts,Spring,Yes,Every 3 Months
601,22,Male,South Carolina,Spring,Yes,Monthly
602,32,Male,West Virginia,Summer,Yes,Fortnightly
603,37,Male,Oregon,Summer,Yes,Every 3 Months
604,31,Male,Massachusetts,Winter,Yes,Every 3 Months
605,44,Male,West Virginia,Fall,Yes,Every 3 Months
606,40,Male,California,Winter,Yes,Weekly
607,27,Male,Colorado,Spring,Yes,Monthly
608,47,Male,Indiana,Fall,Yes,Monthly
609,41,Male,Delaware,Fall,Yes,Every 3 Months
610,51,Male,Ohio,Fall,Yes,Fortnightly
611,53,Male,Oklahoma,Summer,Yes,Every 3 Months
612,43,Male,California,Winter,Yes,Monthly
613,67,Male,New Hampshire,Fall,Yes,Quarterly
614,61,Male,Pennsylvania,Fall,Yes,Bi-Weekly
615,68,Male,Idaho,Winter,Yes,Bi-Weekly
616,67,Male,Maryland,Summer,Yes,Annually
617,29,Male,Pennsylvania,Spring,Yes,Every 3 Months
618,50,Male,Colorado,Fall,Yes,Quarterly
619,61,Male,Indiana,Spring,Yes,Bi-Weekly
620,19,Male,Nebraska,Summer,Yes,Every 3 Months
621,33,Male,Rhode Island,Fall,Yes,Every 3 Months
622,51,Male,Kansas,Fall,Yes,Weekly
623,69,Male,Georgia,Spring,Yes,Fortnightly
624,19,Male,Nevada,Fall,Yes,Bi-Weekly
625,55,Male,South Carolina,Fall,Yes,Annually
626,49,Male,Delaware,Fall,Yes,Weekly
627,31,Male,New Hampshire,Spring,Yes,Annually
628,42,Male,Oregon,Winter,Yes,Monthly
629,69,Male,Massachusetts,Fall,Yes,Monthly
630,26,Male,Vermont,Spring,Yes,Annually
631,41,Male,Mississippi,Fall,Yes,Annually
632,55,Male,Washington,Summer,Yes,Fortnightly
633,35,Male,Wyoming,Winter,Yes,Fortnightly
634,66,Male,Minnesota,Spring,Yes,Quarterly
635,36,Male,Ohio,Summer,Yes,Weekly
636,27,Male,South Carolina,Fall,Yes,Quarterly
637,41,Male,Wisconsin,Summer,Yes,Every 3 Months
638,21,Male,Tennessee,Winter,Yes,Fortnightly
639,53,Male,Maryland,Summer,Yes,Monthly
640,54,Male,Mississippi,Spring,Yes,Annually
641,53,Male,Minnesota,Summer,Yes,Fortnightly
642,47,Male,Alaska,Winter,Yes,Every 3 Months
643,64,Male,Arkansas,Spring,Yes,Bi-Weekly
644,18,Male,Oregon,Winter,Yes,Every 3 Months
645,68,Male,Louisiana,Summer,Yes,Weekly
646,62,Male,Oklahoma,Summer,Yes,Bi-Weekly
647,51,Male,Indiana,Spring,Yes,Bi-Weekly
648,54,Male,Mississippi,Summer,Yes,Fortnightly
649,22,Male,Michigan,Winter,Yes,Weekly
650,53,Male,Delaware,Spring,Yes,Every 3 Months
651,34,Male,Florida,Spring,Yes,Annually
652,32,Male,Arkansas,Summer,Yes,Fortnightly
653,64,Male,Minnesota,Winter,Yes,Weekly
654,20,Male,North Dakota,Winter,Yes,Fortnightly
655,24,Male,California,Summer,Yes,Annually
656,20,Male,Mississippi,Fall,Yes,Monthly
657,42,Male,Pennsylvania,Summer,Yes,Quarterly
658,48,Male,Arizona,Winter,Yes,Quarterly
659,62,Male,Louisiana,Fall,Yes,Weekly
660,62,Male,Virginia,Spring,Yes,Weekly
661,50,Male,Montana,Fall,Yes,Quarterly
662,57,Male,Iowa,Fall,Yes,Quarterly
663,24,Male,Illinois,Fall,Yes,Bi-Weekly
664,59,Male,Alaska,Fall,Yes,Monthly
665,63,Male,Colorado,Winter,Yes,Bi-Weekly
666,41,Male,New Mexico,Spring,Yes,Annually
667,35,Male,Colorado,Winter,Yes,Quarterly
668,34,Male,Arizona,Winter,Yes,Quarterly
669,49,Male,Hawaii,Fall,Yes,Monthly
670,43,Male,Illinois,Spring,Yes,Bi-Weekly
671,63,Male,Louisiana,Spring,Yes,Bi-Weekly
672,38,Male,Iowa,Winter,Yes,Weekly
673,59,Male,Washington,Winter,Yes,Quarterly
674,35,Male,Oklahoma,Spring,Yes,Bi-Weekly
675,48,Male,Washington,Winter,Yes,Annually
676,64,Male,Arkansas,Spring,Yes,Annually
677,28,Male,Connecticut,Winter,Yes,Bi-Weekly
678,60,Male,Washington,Summer,Yes,Annually
679,27,Male,Maine,Fall,Yes,Every 3 Months
680,56,Male,Michigan,Fall,Yes,Fortnightly
681,58,Male,Tennessee,Spring,Yes,Annually
682,30,Male,Louisiana,Winter,Yes,Every 3 Months
683,23,Male,Missouri,Summer,Yes,Bi-Weekly
684,33,Male,Michigan,Winter,Yes,Monthly
685,63,Male,Alabama,Summer,Yes,Monthly
686,70,Male,Massachusetts,Winter,Yes,Fortnightly
687,70,Male,Indiana,Fall,Yes,Fortnightly
688,19,Male,West Virginia,Winter,Yes,Quarterly
689,25,Male,Michigan,Summer,Yes,Monthly
690,19,Male,Pennsylvania,Summer,Yes,Every 3 Months
691,25,Male,Alaska,Spring,Yes,Weekly
692,60,Male,Massachusetts,Summer,Yes,Bi-Weekly
693,35,Male,North Dakota,Spring,Yes,Every 3 Months
694,46,Male,Vermont,Spring,Yes,Every 3 Months
695,41,Male,Kentucky,Fall,Yes,Every 3 Months
696,30,Male,Nevada,Summer,Yes,Every 3 Months
697,44,Male,Utah,Fall,Yes,Monthly
698,61,Male,North Dakota,Summer,Yes,Quarterly
699,55,Male,Iowa,Winter,Yes,Weekly
700,50,Male,Connecticut,Fall,Yes,Weekly
701,57,Male,Wisconsin,Winter,Yes,Monthly
702,51,Male,Idaho,Fall,Yes,Every 3 Months
703,18,Male,Montana,Winter,Yes,Weekly
704,63,Male,Connecticut,Summer,Yes,Weekly
705,34,Male,Idaho,Spring,Yes,Annually
706,25,Male,Arkansas,Summer,Yes,Quarterly
707,46,Male,Iowa,Summer,Yes,Weekly
708,59,Male,Louisiana,Spring,Yes,Annually
709,37,Male,Kentucky,Summer,Yes,Fortnightly
710,49,Male,Massachusetts,Summer,Yes,Monthly
711,22,Male,Virginia,Spring,Yes,Fortnightly
712,64,Male,New Hampshire,Spring,Yes,Bi-Weekly
713,42,Male,New Hampshire,Summer,Yes,Quarterly
714,37,Male,Oregon,Summer,Yes,Bi-Weekly
715,26,Male,South Dakota,Fall,Yes,Fortnightly
716,33,Male,Delaware,Spring,Yes,Quarterly
717,30,Male,Missouri,Spring,Yes,Bi-Weekly
718,21,Male,Alaska,Spring,Yes,Every 3 Months
719,22,Male,Florida,Summer,Yes,Annually
720,63,Male,Mississippi,Summer,Yes,Bi-Weekly
721,33,Male,New Mexico,Fall,Yes,Weekly
722,43,Male,California,Summer,Yes,Every 3 Months
723,27,Male,Wyoming,Summer,Yes,Bi-Weekly
724,35,Male,Missouri,Fall,Yes,Monthly
725,37,Male,New Hampshire,Fall,Yes,Every 3 Months
726,61,Male,Texas,Winter,Yes,Fortnightly
727,32,Male,North Dakota,Summer,Yes,Every 3 Months
728,62,Male,Arkansas,Winter,Yes,Every 3 Months
729,29,Male,Nebraska,Winter,Yes,Every 3 Months
730,41,Male,Minnesota,Summer,Yes,Every 3 Months
731,48,Male,Massachusetts,Summer,Yes,Fortnightly
732,43,Male,Arkansas,Spring,Yes,Fortnightly
733,34,Male,New Hampshire,Spring,Yes,Bi-Weekly
734,45,Male,Rhode Island,Fall,Yes,Bi-Weekly
735,65,Male,New Jersey,Winter,Yes,Every 3 Months
736,61,Male,Montana,Fall,Yes,Bi-Weekly
737,18,Male,Colorado,Spring,Yes,Every 3 Months
738,47,Male,Nebraska,Spring,Yes,Annually
739,56,Male,Minnesota,Winter,Yes,Quarterly
740,64,Male,Minnesota,Summer,Yes,Bi-Weekly
741,26,Male,South Dakota,Summer,Yes,Fortnightly
742,22,Male,West Virginia,Summer,Yes,Every 3 Months
743,64,Male,Nevada,Summer,Yes,Quarterly
744,21,Male,North Carolina,Fall,Yes,Weekly
745,67,Male,Illinois,Spring,Yes,Bi-Weekly
746,46,Male,Michigan,Fall,Yes,Monthly
747,40,Male,Michigan,Winter,Yes,Annually
748,51,Male,Oklahoma,Spring,Yes,Weekly
749,35,Male,South Dakota,Fall,Yes,Quarterly
750,56,Male,Oklahoma,Winter,Yes,Quarterly
751,25,Male,Maryland,Fall,Yes,Annually
752,65,Male,Ohio,Fall,Yes,Monthly
753,39,Male,Ohio,Fall,Yes,Every 3 Months
754,47,Male,Massachusetts,Fall,Yes,Quarterly
755,36,Male,North Carolina,Spring,Yes,Quarterly
756,66,Male,Florida,Spring,Yes,Weekly
757,62,Male,Montana,Summer,Yes,Fortnightly
758,41,Male,Minnesota,Fall,Yes,Quarterly
759,66,Male,Massachusetts,Summer,Yes,Every 3 Months
760,51,Male,Rhode Island,Winter,Yes,Fortnightly
761,33,Male,Minnesota,Fall,Yes,Annually
762,57,Male,Nevada,Fall,Yes,Weekly
763,45,Male,New Mexico,Fall,Yes,Fortnightly
764,61,Male,North Carolina,Spring,Yes,Monthly
765,55,Male,Virginia,Fall,Yes,Quarterly
766,54,Male,Alaska,Summer,Yes,Quarterly
767,57,Male,Nevada,Winter,Yes,Monthly
768,27,Male,Pennsylvania,Fall,Yes,Annually
769,64,Male,Illinois,Spring,Yes,Weekly
770,52,Male,Delaware,Spring,Yes,Monthly
771,19,Male,Vermont,Spring,Yes,Annually
772,22,Male,Hawaii,Fall,Yes,Fortnightly
773,18,Male,Illinois,Fall,Yes,Bi-Weekly
774,29,Male,California,Winter,Yes,Bi-Weekly
775,42,Male,Nevada,Summer,Yes,Quarterly
776,49,Male,Kentucky,Winter,Yes,Monthly
777,49,Male,Alabama,Spring,Yes,Every 3 Months
778,55,Male,Wyoming,Spring,Yes,Weekly
779,29,Male,Massachusetts,Summer,Yes,Annually
780,60,Male,Utah,Spring,Yes,Annually
781,34,Male,New York,Spring,Yes,Quarterly
782,30,Male,Vermont,Winter,Yes,Fortnightly
783,28,Male,Hawaii,Summer,Yes,Weekly
784,63,Male,Louisiana,Winter,Yes,Fortnightly
785,31,Male,Alabama,Winter,Yes,Every 3 Months
786,46,Male,Louisiana,Spring,Yes,Fortnightly
787,70,Male,Indiana,Winter,Yes,Every 3 Months
788,53,Male,Michigan,Spring,Yes,Weekly
789,50,Male,Rhode Island,Summer,Yes,Quarterly
790,33,Male,Idaho,Fall,Yes,Bi-Weekly
791,22,Male,Louisiana,Summer,Yes,Quarterly
792,50,Male,North Carolina,Summer,Yes,Fortnightly
793,34,Male,New Jersey,Spring,Yes,Weekly
794,24,Male,Alabama,Summer,Yes,Monthly
795,69,Male,Kentucky,Winter,Yes,Fortnightly
796,39,Male,New York,Summer,Yes,Annually
797,42,Male,Arizona,Fall,Yes,Annually
798,42,Male,Maryland,Fall,Yes,Weekly
799,29,Male,Alaska,Spring,Yes,Every 3 Months
800,55,Male,Nevada,Summer,Yes,Annually
801,32,Male,Utah,Summer,Yes,Every 3 Months
802,25,Male,New Mexico,Fall,Yes,Fortnightly
803,38,Male,Delaware,Winter,Yes,Weekly
804,32,Male,Connecticut,Winter,Yes,Every 3 Months
805,43,Male,Mississippi,Summer,Yes,Quarterly
806,41,Male,Connecticut,Summer,Yes,Monthly
807,56,Male,Florida,Summer,Yes,Quarterly
808,27,Male,New York,Winter,Yes,Weekly
809,46,Male,Wisconsin,Fall,Yes,Every 3 Months
810,48,Male,South Carolina,Fall,Yes,Bi-Weekly
811,52,Male,South Dakota,Fall,Yes,Bi-Weekly
812,18,Male,Illinois,Winter,Yes,Quarterly
813,64,Male,Alaska,Summer,Yes,Weekly
814,54,Male,Montana,Summer,Yes,Annually
815,31,Male,Minnesota,Winter,Yes,Monthly
816,30,Male,West Virginia,Spring,Yes,Bi-Weekly
817,26,Male,Illinois,Summer,Yes,Monthly
818,25,Male,Nevada,Spring,Yes,Fortnightly
819,59,Male,Idaho,Winter,Yes,Monthly
820,55,Male,Colorado,Winter,Yes,Quarterly
821,56,Male,Louisiana,Spring,Yes,Monthly
822,62,Male,Vermont,Spring,Yes,Bi-Weekly
823,35,Male,Mississippi,Winter,Yes,Annually
824,51,Male,Georgia,Winter,Yes,Quarterly
825,61,Male,Georgia,Spring,Yes,Quarterly
826,27,Male,Nebraska,Fall,Yes,Monthly
827,54,Male,Massachusetts,Winter,Yes,Weekly
828,31,Male,Colorado,Fall,Yes,Fortnightly
829,24,Male,Nevada,Fall,Yes,Bi-Weekly
830,42,Male,Idaho,Spring,Yes,Fortnightly
831,41,Male,Wyoming,Fall,Yes,Annually
832,66,Male,Washington,Summer,Yes,Every 3 Months
833,58,Male,California,Fall,Yes,Bi-Weekly
834,43,Male,Oklahoma,Fall,Yes,Annually
835,52,Male,Nevada,Summer,Yes,Weekly
836,35,Male,Maryland,Summer,Yes,Weekly
837,23,Male,West Virginia,Winter,Yes,Bi-Weekly
838,25,Male,Illinois,Spring,Yes,Every 3 Months
839,33,Male,Kentucky,Spring,Yes,Annually
840,48,Male,Illinois,Spring,Yes,Every 3 Months
841,42,Male,Alabama,Summer,Yes,Weekly
842,55,Male,Texas,Summer,Yes,Fortnightly
843,59,Male,Missouri,Spring,Yes,Weekly
844,65,Male,Pennsylvania,Summer,Yes,Weekly
845,59,Male,Missouri,Winter,Yes,Bi-Weekly
846,31,Male,Michigan,Winter,Yes,Monthly
847,49,Male,Kentucky,Spring,Yes,Quarterly
848,53,Male,New Jersey,Fall,Yes,Monthly
849,48,Male,Delaware,Fall,Yes,Bi-Weekly
850,23,Male,Missouri,Spring,Yes,Quarterly
851,68,Male,Connecticut,Winter,Yes,Monthly
852,35,Male,Massachusetts,Summer,Yes,Monthly
853,34,Male,Florida,Spring,Yes,Every 3 Months
854,62,Male,Delaware,Winter,Yes,Monthly
855,21,Male,California,Spring,Yes,Monthly
856,70,Male,Oregon,Spring,Yes,Quarterly
857,55,Male,Alaska,Summer,Yes,Fortnightly
858,43,Male,Missouri,Fall,Yes,Every 3 Months
859,19,Male,Oklahoma,Fall,Yes,Weekly
860,47,Male,Wisconsin,Winter,Yes,Monthly
861,26,Male,South Carolina,Spring,Yes,Monthly
862,46,Male,Virginia,Spring,Yes,Every 3 Months
863,19,Male,Arkansas,Winter,Yes,Fortnightly
864,49,Male,Vermont,Summer,Yes,Fortnightly
865,51,Male,Kentucky,Winter,Yes,Annually
866,64,Male,Colorado,Winter,Yes,Annually
867,67,Male,New Mexico,Summer,Yes,Bi-Weekly
868,37,Male,Colorado,Spring,Yes,Fortnightly
869,40,Male,North Carolina,Summer,Yes,Every 3 Months
870,38,Male,New Hampshire,Spring,Yes,Weekly
871,66,Male,West Virginia,Fall,Yes,Bi-Weekly
872,47,Male,Hawaii,Spring,Yes,Quarterly
873,56,Male,North Dakota,Spring,Yes,Quarterly
874,51,Male,Mississippi,Summer,Yes,Quarterly
875,25,Male,Maine,Fall,Yes,Every 3 Months
876,37,Male,North Dakota,Summer,Yes,Every 3 Months
877,41,Male,Nebraska,Summer,Yes,Weekly
878,64,Male,Nebraska,Winter,Yes,Every 3 Months
879,23,Male,Tennessee,Summer,Yes,Weekly
880,62,Male,Wyoming,Spring,Yes,Quarterly
881,39,Male,Nevada,Spring,Yes,Monthly
882,52,Male,South Carolina,Summer,Yes,Annually
883,50,Male,Virginia,Fall,Yes,Every 3 Months
884,28,Male,Pennsylvania,Fall,Yes,Monthly
885,67,Male,Hawaii,Winter,Yes,Weekly
886,41,Male,Ohio,Fall,Yes,Every 3 Months
887,19,Male,Utah,Summer,Yes,Monthly
888,70,Male,Minnesota,Winter,Yes,Fortnightly
889,49,Male,New Hampshire,Spring,Yes,Annually
890,59,Male,Arizona,Fall,Yes,Weekly
891,52,Male,New York,Spring,Yes,Monthly
892,20,Male,Pennsylvania,Summer,Yes,Every 3 Months
893,31,Male,New Mexico,Summer,Yes,Monthly
894,33,Male,Nebraska,Spring,Yes,Monthly
895,44,Male,Wyoming,Spring,Yes,Quarterly
896,40,Male,Mississippi,Spring,Yes,Quarterly
897,69,Male,Arkansas,Spring,Yes,Fortnightly
898,29,Male,Illinois,Spring,Yes,Weekly
899,54,Male,Nevada,Spring,Yes,Every 3 Months
900,65,Male,Rhode Island,Summer,Yes,Annually
901,54,Male,West Virginia,Fall,Yes,Quarterly
902,60,Male,Missouri,Summer,Yes,Monthly
903,43,Male,Kentucky,Summer,Yes,Monthly
904,44,Male,Washington,Winter,Yes,Quarterly
905,69,Male,Alaska,Spring,Yes,Every 3 Months
906,46,Male,Mississippi,Spring,Yes,Annually
907,41,Male,South Carolina,Spring,Yes,Bi-Weekly
908,32,Male,Missouri,Winter,Yes,Bi-Weekly
909,26,Male,New Jersey,Winter,Yes,Every 3 Months
910,61,Male,Louisiana,Fall,Yes,Weekly
911,49,Male,South Carolina,Spring,Yes,Monthly
912,53,Male,Vermont,Winter,Yes,Quarterly
913,24,Male,Arkansas,Winter,Yes,Monthly
914,37,Male,Utah,Fall,Yes,Every 3 Months
915,43,Male,Washington,Summer,Yes,Every 3 Months
916,31,Male,Rhode Island,Winter,Yes,Fortnightly
917,49,Male,Illinois,Spring,Yes,Monthly
918,69,Male,Missouri,Spring,Yes,Quarterly
919,65,Male,North Carolina,Spring,Yes,Fortnightly
920,41,Male,Massachusetts,Winter,Yes,Bi-Weekly
921,37,Male,Arkansas,Summer,Yes,Weekly
922,70,Male,South Dakota,Summer,Yes,Weekly
923,63,Male,Georgia,Fall,Yes,Monthly
924,55,Male,Arkansas,Spring,Yes,Weekly
925,52,Male,Kansas,Winter,Yes,Quarterly
926,22,Male,Arizona,Winter,Yes,Monthly
927,54,Male,Massachusetts,Spring,Yes,Bi-Weekly
928,28,Male,New Mexico,Summer,Yes,Bi-Weekly
929,67,Male,Arkansas,Winter,Yes,Every 3 Months
930,59,Male,Nebraska,Fall,Yes,Fortnightly
931,26,Male,Hawaii,Fall,Yes,Bi-Weekly
932,24,Male,Nebraska,Winter,Yes,Fortnightly
933,62,Male,Indiana,Winter,Yes,Bi-Weekly
934,70,Male,Colorado,Spring,Yes,Monthly
935,45,Male,Oregon,Spring,Yes,Monthly
936,58,Male,Ohio,Fall,Yes,Fortnightly
937,31,Male,Maine,Summer,Yes,Weekly
938,32,Male,Iowa,Summer,Yes,Quarterly
939,36,Male,Wisconsin,Fall,Yes,Fortnightly
940,25,Male,New York,Winter,Yes,Monthly
941,48,Male,Colorado,Spring,Yes,Every 3 Months
942,39,Male,Illinois,Winter,Yes,Every 3 Months
943,26,Male,Arizona,Winter,Yes,Bi-Weekly
944,32,Male,Oklahoma,Winter,Yes,Fortnightly
945,54,Male,Indiana,Spring,Yes,Bi-Weekly
946,38,Male,Minnesota,Summer,Yes,Every 3 Months
947,46,Male,Pennsylvania,Spring,Yes,Quarterly
948,57,Male,Indiana,Winter,Yes,Every 3 Months
949,49,Male,Alabama,Summer,Yes,Every 3 Months
950,33,Male,Montana,Summer,Yes,Monthly
951,54,Male,New Mexico,Winter,Yes,Quarterly
952,47,Male,Alaska,Summer,Yes,Monthly
953,36,Male,Idaho,Fall,Yes,Monthly
954,68,Male,Utah,Spring,Yes,Quarterly
955,60,Male,Louisiana,Fall,Yes,Every 3 Months
956,55,Male,Mississippi,Summer,Yes,Monthly
957,29,Male,Mississippi,Spring,Yes,Quarterly
958,38,Male,Indiana,Spring,Yes,Quarterly
959,70,Male,Washington,Winter,Yes,Bi-Weekly
960,36,Male,Nevada,Spring,Yes,Fortnightly
961,18,Male,Louisiana,Spring,Yes,Quarterly
962,62,Male,Pennsylvania,Fall,Yes,Quarterly
963,29,Male,Michigan,Spring,Yes,Fortnightly
964,21,Male,South Carolina,Spring,Yes,Weekly
965,42,Male,Arizona,Spring,Yes,Bi-Weekly
966,43,Male,Delaware,Spring,Yes,Annually
967,58,Male,Kentucky,Spring,Yes,Annually
968,27,Male,Georgia,Summer,Yes,Weekly
969,57,Male,North Carolina,Summer,Yes,Quarterly
970,40,Male,California,Fall,Yes,Monthly
971,45,Male,California,Winter,Yes,Monthly
972,47,Male,Indiana,Summer,Yes,Weekly
973,61,Male,Colorado,Winter,Yes,Weekly
974,60,Male,Colorado,Fall,Yes,Quarterly
975,69,Male,North Carolina,Spring,Yes,Monthly
976,58,Male,Washington,Summer,Yes,Weekly
977,34,Male,Florida,Fall,Yes,Every 3 Months
978,20,Male,Washington,Spring,Yes,Bi-Weekly
979,56,Male,Colorado,Summer,Yes,Weekly
980,64,Male,New Hampshire,Fall,Yes,Monthly
981,56,Male,Maryland,Spring,Yes,Every 3 Months
982,27,Male,Maryland,Spring,Yes,Quarterly
983,35,Male,Texas,Summer,Yes,Monthly
984,24,Male,New Mexico,Winter,Yes,Bi-Weekly
985,26,Male,Utah,Summer,Yes,Bi-Weekly
986,32,Male,West Virginia,Fall,Yes,Annually
987,54,Male,Connecticut,Spring,Yes,Monthly
988,62,Male,West Virginia,Summer,Yes,Weekly
989,50,Male,Ohio,Winter,Yes,Fortnightly
990,70,Male,Texas,Spring,Yes,Monthly
991,48,Male,Washington,Spring,Yes,Weekly
992,20,Male,Wisconsin,Spring,Yes,Bi-Weekly
993,46,Male,Louisiana,Winter,Yes,Weekly
994,51,Male,Iowa,Winter,Yes,Weekly
995,53,Male,New York,Fall,Yes,Monthly
996,44,Male,Idaho,Spring,Yes,Weekly
997,29,Male,Delaware,Summer,Yes,Quarterly
998,64,Male,Kentucky,Spring,Yes,Fortnightly
999,51,Male,Connecticut,Spring,Yes,Bi-Weekly
1000,50,Male,New Mexico,Spring,Yes,Monthly
1001,43,Male,Georgia,Winter,Yes,Bi-Weekly
1002,61,Male,Washington,Fall,Yes,Fortnightly
1003,55,Male,North Dakota,Spring,Yes,Bi-Weekly
1004,56,Male,Ohio,Fall,Yes,Bi-Weekly
1005,33,Male,Tennessee,Summer,Yes,Annually
1006,43,Male,New York,Winter,Yes,Bi-Weekly
1007,21,Male,Michigan,Summer,Yes,Quarterly
1008,58,Male,Georgia,Spring,Yes,Annually
1009,41,Male,New Mexico,Spring,Yes,Annually
1010,39,Male,Louisiana,Summer,Yes,Annually
1011,54,Male,South Dakota,Spring,Yes,Fortnightly
1012,43,Male,Montana,Spring,Yes,Fortnightly
1013,28,Male,New Mexico,Summer,Yes,Annually
1014,59,Male,South Carolina,Summer,Yes,Bi-Weekly
1015,28,Male,Ohio,Summer,Yes,Fortnightly
1016,68,Male,North Carolina,Summer,Yes,Weekly
1017,20,Male,Idaho,Summer,Yes,Every 3 Months
1018,21,Male,Oklahoma,Fall,Yes,Annually
1019,50,Male,Georgia,Spring,Yes,Weekly
1020,32,Male,Kentucky,Winter,Yes,Bi-Weekly
1021,24,Male,Delaware,Fall,Yes,Annually
1022,55,Male,Massachusetts,Winter,Yes,Weekly
1023,61,Male,Nebraska,Winter,Yes,Annually
1024,61,Male,Maine,Winter,Yes,Every 3 Months
1025,28,Male,Pennsylvania,Summer,Yes,Quarterly
1026,60,Male,Nebraska,Winter,Yes,Annually
1027,49,Male,Virginia,Winter,Yes,Bi-Weekly
1028,33,Male,Ohio,Summer,Yes,Monthly
1029,45,Male,Nebraska,Summer,Yes,Fortnightly
1030,29,Male,Ohio,Spring,Yes,Bi-Weekly
1031,58,Male,Kentucky,Winter,Yes,Quarterly
1032,22,Male,Tennessee,Spring,Yes,Quarterly
1033,55,Male,Maine,Fall,Yes,Quarterly
1034,19,Male,Montana,Spring,Yes,Quarterly
1035,68,Male,Maryland,Fall,Yes,Weekly
1036,61,Male,Georgia,Fall,Yes,Annually
1037,68,Male,Hawaii,Fall,Yes,Monthly
1038,52,Male,Rhode Island,Spring,Yes,Quarterly
1039,41,Male,Nebraska,Fall,Yes,Weekly
1040,29,Male,Michigan,Fall,Yes,Monthly
1041,68,Male,North Carolina,Fall,Yes,Fortnightly
1042,36,Male,Minnesota,Summer,Yes,Fortnightly
1043,55,Male,Maryland,Spring,Yes,Weekly
1044,28,Male,Hawaii,Spring,Yes,Fortnightly
1045,39,Male,Oregon,Summer,Yes,Every 3 Months
1046,54,Male,New Mexico,Fall,Yes,Bi-Weekly
