Customer ID,Item Purchased,Category,Purchase Amount (USD),Size,Color,Review Rating,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method
970,Coat,Outerwear,31,S,Pink,3.2,Express,Yes,Yes,37,PayPal
971,Jeans,Clothing,66,S,Maroon,4.4,Free Shipping,Yes,Yes,4,Cash
972,Sunglasses,Accessories,67,M,Cyan,4.3,Next Day Air,Yes,Yes,15,Credit Card
973,Sneakers,Footwear,61,L,Gold,3,Standard,Yes,Yes,33,Credit Card
974,Jacket,Outerwear,75,M,Teal,3.5,2-Day Shipping,Yes,Yes,30,Bank Transfer
975,Skirt,Clothing,90,M,Beige,3.6,2-Day Shipping,Yes,Yes,23,Bank Transfer
976,Sweater,Clothing,40,M,Olive,3.8,2-Day Shipping,Yes,Yes,2,Bank Transfer
977,T-shirt,Clothing,90,M,Gray,3.6,Express,Yes,Yes,50,Credit Card
978,Belt,Accessories,20,M,Black,4.6,Express,Yes,Yes,34,Cash
979,Gloves,Accessories,40,M,Turquoise,2.5,Standard,Yes,Yes,33,Credit Card
980,Hat,Accessories,33,S,Brown,3.5,Store Pickup,Yes,Yes,34,Debit Card
981,Boots,Footwear,98,S,Magenta,4,Free Shipping,Yes,Yes,39,PayPal
982,Belt,Accessories,42,M,Silver,3.5,Next Day Air,Yes,Yes,47,Credit Card
983,Coat,Outerwear,62,S,Red,3.2,Standard,Yes,Yes,37,PayPal
984,Hat,Accessories,45,L,Indigo,3.5,Free Shipping,Yes,Yes,40,Venmo
985,Shoes,Footwear,78,M,Green,3.4,Free Shipping,Yes,Yes,8,Credit Card
986,Handbag,Accessories,80,M,Gray,5,Express,Yes,Yes,12,Bank Transfer
987,Scarf,Accessories,96,S,Peach,4.5,Store Pickup,Yes,Yes,36,Bank Transfer
988,Handbag,Accessories,47,M,Charcoal,2.8,Express,Yes,Yes,48,PayPal
989,Pants,Clothing,84,M,Orange,4.9,2-Day Shipping,Yes,Yes,47,PayPal
990,Shoes,Footwear,31,M,Beige,3.1,Store Pickup,Yes,Yes,2,Bank Transfer
991,Sunglasses,Accessories,63,S,Yellow,4.8,Store Pickup,Yes,Yes,24,Cash
992,Shorts,Clothing,97,XL,White,2.7,Standard,Yes,Yes,40,Bank Transfer
993,Jacket,Outerwear,99,M,Gray,4.6,Express,Yes,Yes,50,Debit Card
994,Sandals,Footwear,90,M,Peach,4.4,Store Pickup,Yes,Yes,25,Cash
995,Shoes,Footwear,68,L,Violet,3.2,Express,Yes,Yes,20,Debit Card
996,Jewelry,Accessories,80,M,Magenta,3,2-Day Shipping,Yes,Yes,10,Venmo
997,Sandals,Footwear,91,L,Maroon,4.9,Standard,Yes,Yes,32,Bank Transfer
998,Pants,Clothing,30,M,Cyan,3.6,Express,Yes,Yes,31,Cash
999,Shoes,Footwear,90,M,White,3.8,Next Day Air,Yes,Yes,48,Bank Transfer
1000,Socks,Clothing,28,L,Brown,2.9,Standard,Yes,Yes,23,Debit Card
1001,Socks,Clothing,46,M,Red,3.9,Express,Yes,Yes,1,Bank Transfer
1002,Dress,Clothing,60,M,Orange,3.6,Standard,Yes,Yes,4,Debit Card
1003,Shoes,Footwear,59,M,White,3.5,Store Pickup,Yes,Yes,3,Bank Transfer
1004,Hat,Accessories,68,M,Green,4,Store Pickup,Yes,Yes,3,Cash
1005,Backpack,Accessories,79,M,Black,4.8,2-Day Shipping,Yes,Yes,44,Cash
1006,Backpack,Accessories,94,M,Gold,3.9,Store Pickup,Yes,Yes,5,Debit Card
1007,Pants,Clothing,83,S,Lavender,4.5,Next Day Air,Yes,Yes,50,Venmo
1008,Gloves,Accessories,62,XL,Turquoise,4.8,Standard,Yes,Yes,2,Credit Card
1009,Scarf,Accessories,85,M,Pink,2.6,Store Pickup,Yes,Yes,29,PayPal
1010,Hoodie,Clothing,30,M,Silver,3.1,Express,Yes,Yes,11,Venmo
1011,Jeans,Clothing,24,XL,Gray,4.7,2-Day Shipping,Yes,Yes,37,Credit Card
1012,Backpack,Accessories,25,L,Indigo,2.9,Next Day Air,Yes,Yes,32,Debit Card
1013,Sandals,Footwear,37,L,Teal,3.8,Express,Yes,Yes,27,Credit Card
1014,Belt,Accessories,69,XL,Green,3.8,2-Day Shipping,Yes,Yes,31,Venmo
1015,Shoes,Footwear,97,M,Violet,3,Standard,Yes,Yes,36,Debit Card
1016,Gloves,Accessories,24,M,Cyan,4.1,Standard,Yes,Yes,34,Cash
1017,Belt,Accessories,30,XL,Blue,3.4,Express,Yes,Yes,15,Bank Transfer
1018,Jacket,Outerwear,53,L,Orange,2.5,Express,Yes,Yes,14,Credit Card
1019,Dress,Clothing,70,XL,Charcoal,4.9,Next Day Air,Yes,Yes,46,Cash
1020,Shirt,Clothing,76,S,Beige,2.8,Standard,Yes,Yes,33,Venmo
1021,Scarf,Accessories,95,M,Black,4.5,Express,Yes,Yes,41,Debit Card
1022,Coat,Outerwear,51,S,Lavender,4.9,2-Day Shipping,Yes,Yes,39,PayPal
1023,Handbag,Accessories,41,M,Lavender,4.9,Store Pickup,Yes,Yes,7,Cash
1024,Sunglasses,Accessories,71,S,Turquoise,3.5,Free Shipping,Yes,Yes,29,Bank Transfer
1025,T-shirt,Clothing,66,M,Purple,3.5,Free Shipping,Yes,Yes,18,Venmo
1026,Shirt,Clothing,84,M,Olive,4.9,Free Shipping,Yes,Yes,15,Credit Card
1027,Handbag,Accessories,95,L,Turquoise,3,Express,Yes,Yes,39,PayPal
1028,Jewelry,Accessories,90,L,Teal,2.8,Next Day Air,Yes,Yes,11,Cash
1029,Hoodie,Clothing,36,S,Lavender,3.7,Standard,Yes,Yes,4,Cash
1030,Gloves,Accessories,22,M,Purple,3.6,2-Day Shipping,Yes,Yes,33,Venmo
1031,Coat,Outerwear,89,L,Blue,3.3,Next Day Air,Yes,Yes,37,Debit Card
1032,Sandals,Footwear,50,M,Teal,3.4,Free Shipping,Yes,Yes,32,Cash
1033,Boots,Footwear,36,M,Lavender,4,Free Shipping,Yes,Yes,44,Credit Card
1034,Pants,Clothing,52,S,Silver,4.6,Free Shipping,Yes,Yes,41,Bank Transfer
1035,Socks,Clothing,29,M,Olive,4.2,Next Day Air,Yes,Yes,44,Bank Transfer
1036,Blouse,Clothing,89,M,Brown,2.8,Express,Yes,Yes,32,Venmo
1037,Handbag,Accessories,47,M,Yellow,3.7,2-Day Shipping,Yes,Yes,13,Bank Transfer
1038,Jewelry,Accessories,25,XL,Brown,3.4,Standard,Yes,Yes,48,Debit Card
1039,Pants,Clothing,74,XL,Cyan,3,Express,Yes,Yes,3,Bank Transfer
1040,Belt,Accessories,46,M,Magenta,4.8,Standard,Yes,Yes,39,Venmo
1041,Jeans,Clothing,22,S,Magenta,4,Next Day Air,Yes,Yes,7,Cash
1042,Shirt,Clothing,25,M,Orange,4.9,Next Day Air,Yes,Yes,11,Cash
1043,Belt,Accessories,80,M,Maroon,4.9,Next Day Air,Yes,Yes,47,Credit Card
1044,Jeans,Clothing,76,M,Green,3.3,2-Day Shipping,Yes,Yes,28,Debit Card
1045,Jeans,Clothing,30,L,Teal,4.4,Next Day Air,Yes,Yes,17,Bank Transfer
1046,Sweater,Clothing,79,L,Black,3.5,2-Day Shipping,Yes,Yes,11,PayPal
1047,Sneakers,Footwear,22,M,Magenta,4.2,Standard,Yes,Yes,12,Venmo
1048,Socks,Clothing,36,S,Olive,4.2,Standard,Yes,Yes,7,Credit Card
1049,Socks,Clothing,77,L,Yellow,2.7,Standard,Yes,Yes,19,Venmo
1050,Sunglasses,Accessories,33,S,Purple,2.8,Store Pickup,Yes,Yes,24,Cash
1051,Sneakers,Footwear,64,M,Beige,3.8,Next Day Air,Yes,Yes,19,Venmo
1052,Socks,Clothing,53,M,Indigo,2.6,Free Shipping,Yes,Yes,39,PayPal
1053,Shoes,Footwear,36,XL,Pink,3,2-Day Shipping,Yes,Yes,1,Credit Card
1054,Blouse,Clothing,70,M,Blue,3.3,2-Day Shipping,Yes,Yes,10,Debit Card
1055,Shorts,Clothing,96,L,Cyan,4.9,Express,Yes,Yes,48,PayPal
1056,Jacket,Outerwear,27,M,Orange,3.3,Next Day Air,Yes,Yes,24,Debit Card
1057,Sweater,Clothing,64,L,Black,2.9,2-Day Shipping,Yes,Yes,42,Venmo
1058,Jacket,Outerwear,23,S,Maroon,4.4,2-Day Shipping,Yes,Yes,20,Credit Card
1059,Scarf,Accessories,33,L,Violet,3.1,Next Day Air,Yes,Yes,49,Bank Transfer
1060,Jacket,Outerwear,34,M,Beige,2.5,Standard,Yes,Yes,25,Debit Card
1061,Sweater,Clothing,35,S,Gray,2.6,Next Day Air,Yes,Yes,21,Debit Card
1062,Coat,Outerwear,62,M,Gray,4.4,Free Shipping,Yes,Yes,12,Venmo
1063,Boots,Footwear,75,M,Brown,2.6,Next Day Air,Yes,Yes,21,Debit Card
1064,Hoodie,Clothing,29,S,Indigo,3.3,Free Shipping,Yes,Yes,35,Cash
1065,Hat,Accessories,28,M,Violet,3.5,Express,Yes,Yes,42,Credit Card
1066,T-shirt,Clothing,20,XL,Blue,4.1,Store Pickup,Yes,Yes,3,PayPal
1067,Coat,Outerwear,96,M,Red,4,Store Pickup,Yes,Yes,11,PayPal
1068,Dress,Clothing,43,S,Peach,2.7,2-Day Shipping,Yes,Yes,22,PayPal
1069,Shirt,Clothing,94,M,Olive,2.5,Standard,Yes,Yes,47,Credit Card
1070,Skirt,Clothing,81,XL,White,4.3,Next Day Air,Yes,Yes,33,Venmo
1071,Jewelry,Accessories,75,M,Magenta,3.3,Free Shipping,Yes,Yes,50,Debit Card
1072,Hat,Accessories,81,M,Beige,2.6,Express,Yes,Yes,46,Credit Card
1073,Shorts,Clothing,92,L,Gold,3.5,Express,Yes,Yes,34,Debit Card
1074,Scarf,Accessories,96,XL,Purple,4,Store Pickup,Yes,Yes,33,Credit Card
1075,Jewelry,Accessories,71,S,White,2.6,Standard,Yes,Yes,45,Bank Transfer
1076,Sunglasses,Accessories,50,L,Indigo,4.9,Next Day Air,Yes,Yes,32,Debit Card
1077,Coat,Outerwear,72,L,Charcoal,2.9,Standard,Yes,Yes,47,Venmo
1078,Jacket,Outerwear,28,M,Pink,3.7,Standard,Yes,Yes,5,PayPal
1079,Sweater,Clothing,59,M,Silver,4.4,Express,Yes,Yes,49,Credit Card
1080,Coat,Outerwear,33,S,Blue,4.4,Free Shipping,Yes,Yes,48,Bank Transfer
1081,Scarf,Accessories,59,L,Blue,3.8,Express,Yes,Yes,22,Cash
1082,Belt,Accessories,30,XL,Brown,4.5,Standard,Yes,Yes,45,Credit Card
1083,Hat,Accessories,85,XL,Cyan,2.6,Next Day Air,Yes,Yes,30,Venmo
1084,Backpack,Accessories,97,L,Teal,3.3,Store Pickup,Yes,Yes,43,Cash
1085,T-shirt,Clothing,36,S,Purple,4.1,Next Day Air,Yes,Yes,48,Cash
1086,Jewelry,Accessories,85,M,Turquoise,3,Store Pickup,Yes,Yes,23,Venmo
1087,Sunglasses,Accessories,62,M,Olive,3,Free Shipping,Yes,Yes,27,PayPal
1088,Jeans,Clothing,71,S,White,3.4,Next Day Air,Yes,Yes,7,Bank Transfer
1089,Pants,Clothing,21,M,Turquoise,2.7,Free Shipping,Yes,Yes,2,PayPal
1090,Backpack,Accessories,61,M,Silver,3.8,Next Day Air,Yes,Yes,33,PayPal
1091,Scarf,Accessories,58,M,Violet,4.2,Store Pickup,Yes,Yes,27,Cash
1092,Sweater,Clothing,80,L,Lavender,4.7,Store Pickup,Yes,Yes,6,Credit Card
1093,Jewelry,Accessories,50,L,Magenta,4.1,2-Day Shipping,Yes,Yes,20,Venmo
1094,Sneakers,Footwear,48,S,Indigo,4.2,2-Day Shipping,Yes,Yes,46,Venmo
1095,Jewelry,Accessories,40,M,Black,4.8,Next Day Air,Yes,Yes,25,Cash
1096,Coat,Outerwear,34,S,Peach,3,Free Shipping,Yes,Yes,30,Bank Transfer
1097,Coat,Outerwear,46,S,Beige,2.6,Standard,Yes,Yes,48,Credit Card
1098,Sunglasses,Accessories,27,M,Black,3.2,Store Pickup,Yes,Yes,47,Bank Transfer
1099,Handbag,Accessories,98,S,Turquoise,3.6,Next Day Air,Yes,Yes,27,Credit Card
1100,Sweater,Clothing,73,M,Peach,2.6,Next Day Air,Yes,Yes,45,Bank Transfer
1101,Pants,Clothing,28,L,Gold,4.4,Express,Yes,Yes,2,Credit Card
1102,Gloves,Accessories,76,XL,Silver,3,Free Shipping,Yes,Yes,39,Cash
1103,Sweater,Clothing,83,M,Peach,2.9,Express,Yes,Yes,24,Cash
1104,Hoodie,Clothing,23,S,Charcoal,4.3,Free Shipping,Yes,Yes,8,Debit Card
1105,Hat,Accessories,28,M,Beige,3.1,Express,Yes,Yes,8,Bank Transfer
1106,T-shirt,Clothing,83,S,Olive,3,Next Day Air,Yes,Yes,6,Venmo
1107,Skirt,Clothing,96,L,Violet,3.6,Store Pickup,Yes,Yes,12,Venmo
1108,Sneakers,Footwear,62,M,Peach,2.8,Store Pickup,Yes,Yes,26,Bank Transfer
1109,Shorts,Clothing,25,M,Teal,2.8,Standard,Yes,Yes,50,Cash
1110,Hoodie,Clothing,97,L,Violet,4.9,Next Day Air,Yes,Yes,2,Venmo
1111,Hoodie,Clothing,61,L,Cyan,3,Standard,Yes,Yes,31,Cash
1112,Shoes,Footwear,66,S,Olive,4.1,Next Day Air,Yes,Yes,4,Credit Card
1113,Hoodie,Clothing,67,XL,Pink,4.6,Free Shipping,Yes,Yes,32,PayPal
1114,Sunglasses,Accessories,80,M,Purple,4.8,Next Day Air,Yes,Yes,11,PayPal
1115,Skirt,Clothing,25,L,Violet,2.6,Next Day Air,Yes,Yes,47,Bank Transfer
1116,Hat,Accessories,58,S,Peach,4,2-Day Shipping,Yes,Yes,37,Cash
1117,Backpack,Accessories,96,M,Charcoal,4.2,Express,Yes,Yes,39,PayPal
1118,Sunglasses,Accessories,77,L,Lavender,4.5,Store Pickup,Yes,Yes,24,Credit Card
1119,Belt,Accessories,65,M,Purple,4.9,Standard,Yes,Yes,11,PayPal
1120,Jewelry,Accessories,36,M,Indigo,3.1,Standard,Yes,Yes,36,Credit Card
1121,Sneakers,Footwear,84,M,Magenta,4,Next Day Air,Yes,Yes,40,Debit Card
1122,T-shirt,Clothing,58,XL,Peach,3.2,Express,Yes,Yes,25,Cash
1123,Handbag,Accessories,62,S,Charcoal,4.3,2-Day Shipping,Yes,Yes,12,Credit Card
1124,Hat,Accessories,67,S,Purple,2.5,Store Pickup,Yes,Yes,38,Cash
1125,Sweater,Clothing,20,M,Orange,4.9,Express,Yes,Yes,40,Cash
1126,Sandals,Footwear,90,M,Lavender,2.7,2-Day Shipping,Yes,Yes,10,Bank Transfer
1127,Scarf,Accessories,58,L,Beige,3.4,Standard,Yes,Yes,47,Venmo
1128,Shirt,Clothing,53,XL,Maroon,4.8,Store Pickup,Yes,Yes,22,Debit Card
1129,Gloves,Accessories,30,L,Charcoal,4.7,Next Day Air,Yes,Yes,35,Debit Card
1130,Hoodie,Clothing,65,XL,White,4.7,Express,Yes,Yes,46,Venmo
1131,Jewelry,Accessories,41,M,Lavender,3.9,Standard,Yes,Yes,30,PayPal
1132,Shirt,Clothing,73,M,Black,3.7,Express,Yes,Yes,20,Bank Transfer
1133,Hoodie,Clothing,98,S,Teal,4.3,Store Pickup,Yes,Yes,25,Cash
1134,Shoes,Footwear,36,XL,Magenta,4.1,2-Day Shipping,Yes,Yes,29,Cash
1135,T-shirt,Clothing,81,M,Brown,4.6,Express,Yes,Yes,2,Venmo
1136,Skirt,Clothing,90,L,Peach,3.6,2-Day Shipping,Yes,Yes,32,Bank Transfer
1137,Handbag,Accessories,83,S,Cyan,4.8,Free Shipping,Yes,Yes,37,Cash
1138,Shirt,Clothing,91,XL,Pink,2.8,2-Day Shipping,Yes,Yes,16,Bank Transfer
1139,Pants,Clothing,36,M,Purple,4.7,Express,Yes,Yes,32,Venmo
1140,Coat,Outerwear,53,L,Purple,3.9,Standard,Yes,Yes,42,Debit Card
1141,Jeans,Clothing,39,M,White,2.6,Store Pickup,Yes,Yes,6,Credit Card
1142,Gloves,Accessories,33,S,Silver,4.7,Next Day Air,Yes,Yes,23,PayPal
1143,T-shirt,Clothing,76,L,Green,3.5,Store Pickup,Yes,Yes,27,Venmo
1144,Boots,Footwear,23,L,Teal,4.4,Standard,Yes,Yes,43,PayPal
1145,Jeans,Clothing,54,S,Indigo,4.4,2-Day Shipping,Yes,Yes,25,Bank Transfer
1146,Sneakers,Footwear,89,L,Pink,3,Express,Yes,Yes,30,Cash
1147,Sneakers,Footwear,38,M,Indigo,4.2,Standard,Yes,Yes,7,Bank Transfer
1148,Hat,Accessories,36,XL,Red,4.3,Next Day Air,Yes,Yes,17,Debit Card
1149,Pants,Clothing,66,M,Violet,2.6,Store Pickup,Yes,Yes,10,PayPal
1150,Jewelry,Accessories,42,L,Cyan,3.3,Store Pickup,Yes,Yes,40,Venmo
1151,Jewelry,Accessories,36,S,Red,2.7,Next Day Air,Yes,Yes,50,Venmo
1152,Blouse,Clothing,86,M,Gray,4.2,Express,Yes,Yes,24,Credit Card
1153,Handbag,Accessories,49,M,Gold,4,Standard,Yes,Yes,8,PayPal
1154,Shirt,Clothing,41,M,Pink,4,Free Shipping,Yes,Yes,6,Bank Transfer
1155,Dress,Clothing,82,L,Cyan,2.9,2-Day Shipping,Yes,Yes,44,Credit Card
1156,T-shirt,Clothing,53,S,Red,2.6,Express,Yes,Yes,47,PayPal
1157,Shoes,Footwear,21,M,Gold,4.8,Express,Yes,Yes,6,Venmo
1158,Belt,Accessories,66,M,Charcoal,4.4,Standard,Yes,Yes,11,Cash
1159,Belt,Accessories,89,L,Orange,4,2-Day Shipping,Yes,Yes,41,Bank Transfer
1160,Handbag,Accessories,55,L,Blue,3.6,2-Day Shipping,Yes,Yes,46,Venmo
1161,Scarf,Accessories,42,S,Blue,3.2,Next Day Air,Yes,Yes,9,Venmo
1162,Shorts,Clothing,52,S,Orange,3.1,2-Day Shipping,Yes,Yes,37,PayPal
1163,Sandals,Footwear,92,M,Blue,4.2,Express,Yes,Yes,13,PayPal
1164,Pants,Clothing,56,L,White,3,2-Day Shipping,Yes,Yes,24,Debit Card
1165,Dress,Clothing,96,M,Green,4.2,Standard,Yes,Yes,47,PayPal
1166,T-shirt,Clothing,64,M,Silver,2.9,Next Day Air,Yes,Yes,21,Venmo
1167,Dress,Clothing,48,S,Lavender,3.7,Store Pickup,Yes,Yes,22,Venmo
1168,Socks,Clothing,83,XL,Beige,3.6,Free Shipping,Yes,Yes,16,PayPal
1169,Scarf,Accessories,91,L,Violet,3.6,Standard,Yes,Yes,37,Debit Card
1170,Backpack,Accessories,94,S,Gray,4.5,2-Day Shipping,Yes,Yes,3,Cash
1171,Skirt,Clothing,62,S,Red,3.2,Express,Yes,Yes,33,Cash
1172,Socks,Clothing,55,M,Lavender,3.9,Next Day Air,Yes,Yes,15,Debit Card
1173,Coat,Outerwear,68,L,Peach,4.6,Store Pickup,Yes,Yes,42,Bank Transfer
1174,Jewelry,Accessories,76,M,Indigo,2.5,Express,Yes,Yes,42,Cash
1175,Backpack,Accessories,31,M,Black,4.3,Express,Yes,Yes,19,Bank Transfer
1176,Belt,Accessories,81,M,Beige,4.1,Store Pickup,Yes,Yes,26,PayPal
1177,Dress,Clothing,83,M,Red,4.6,Free Shipping,Yes,Yes,39,PayPal
1178,Skirt,Clothing,21,M,Black,4.8,Standard,Yes,Yes,24,Debit Card
1179,Dress,Clothing,22,M,Teal,4.9,Express,Yes,Yes,23,Debit Card
1180,T-shirt,Clothing,33,M,Blue,2.8,Free Shipping,Yes,Yes,44,Bank Transfer
1181,Skirt,Clothing,23,S,Beige,4.9,Standard,Yes,Yes,34,Cash
1182,Shorts,Clothing,96,L,Teal,3.5,Free Shipping,Yes,Yes,43,Bank Transfer
1183,Jewelry,Accessories,21,M,Maroon,3.8,Express,Yes,Yes,45,PayPal
1184,Pants,Clothing,39,M,Yellow,4.5,2-Day Shipping,Yes,Yes,4,Credit Card
1185,Belt,Accessories,73,S,Indigo,3.4,Express,Yes,Yes,19,Credit Card
1186,Jeans,Clothing,64,M,Magenta,3.9,Standard,Yes,Yes,29,Credit Card
1187,Jeans,Clothing,68,M,Beige,4.1,2-Day Shipping,Yes,Yes,27,Credit Card
1188,Hat,Accessories,89,L,Maroon,3,Express,Yes,Yes,37,Credit Card
1189,Blouse,Clothing,29,M,Magenta,3.3,Next Day Air,Yes,Yes,11,Credit Card
1190,Shirt,Clothing,97,XL,Teal,4.9,Free Shipping,Yes,Yes,28,Debit Card
1191,Shirt,Clothing,45,M,Orange,4.3,Next Day Air,Yes,Yes,31,Credit Card
1192,T-shirt,Clothing,70,L,Charcoal,4.1,Free Shipping,Yes,Yes,50,Venmo
1193,Coat,Outerwear,56,M,Turquoise,4,2-Day Shipping,Yes,Yes,42,Venmo
1194,Jacket,Outerwear,55,L,Pink,5,2-Day Shipping,Yes,Yes,18,Credit Card
1195,Hoodie,Clothing,46,S,Teal,3.1,2-Day Shipping,Yes,Yes,6,Credit Card
1196,Scarf,Accessories,95,M,White,4,2-Day Shipping,Yes,Yes,33,Venmo
1197,Belt,Accessories,88,M,Maroon,3.2,2-Day Shipping,Yes,Yes,13,Bank Transfer
1198,Sneakers,Footwear,92,L,Violet,3.9,Standard,Yes,Yes,26,PayPal
1199,Socks,Clothing,49,M,Brown,3.9,2-Day Shipping,Yes,Yes,17,Cash
1200,Sandals,Footwear,89,M,Indigo,4.5,Free Shipping,Yes,Yes,3,Debit Card
1201,Coat,Outerwear,22,XL,Black,4.4,Store Pickup,Yes,Yes,7,PayPal
1202,Shoes,Footwear,61,XL,Black,3.1,2-Day Shipping,Yes,Yes,46,Venmo
1203,Scarf,Accessories,29,S,Olive,2.9,Standard,Yes,Yes,14,Venmo
1204,Sneakers,Footwear,82,M,Orange,3.7,Free Shipping,Yes,Yes,23,Bank Transfer
1205,Belt,Accessories,94,M,Pink,3.2,2-Day Shipping,Yes,Yes,20,Credit Card
1206,Handbag,Accessories,99,M,Olive,3.5,Standard,Yes,Yes,38,Bank Transfer
1207,Handbag,Accessories,59,S,Cyan,3,Free Shipping,Yes,Yes,16,Venmo
1208,Boots,Footwear,90,M,White,4.1,Next Day Air,Yes,Yes,48,Credit Card
1209,Boots,Footwear,100,S,Red,2.9,2-Day Shipping,Yes,Yes,8,Debit Card
1210,Pants,Clothing,62,M,Blue,3.8,Next Day Air,Yes,Yes,16,Bank Transfer
1211,Sunglasses,Accessories,78,M,Olive,4.1,Next Day Air,Yes,Yes,5,Cash
1212,Hoodie,Clothing,94,M,Green,4.6,Store Pickup,Yes,Yes,14,Venmo
1213,Shoes,Footwear,74,M,Yellow,2.5,Free Shipping,Yes,Yes,18,Credit Card
1214,Handbag,Accessories,52,XL,Black,3.7,Express,Yes,Yes,14,Debit Card
1215,Jacket,Outerwear,81,M,Blue,3.8,Free Shipping,Yes,Yes,5,Cash
1216,Blouse,Clothing,20,L,Pink,2.6,2-Day Shipping,Yes,Yes,15,Credit Card
1217,Pants,Clothing,32,XL,Lavender,3.7,Free Shipping,Yes,Yes,3,Venmo
1218,Boots,Footwear,63,XL,Cyan,2.6,Free Shipping,Yes,Yes,12,Cash
1219,Boots,Footwear,79,M,Cyan,3.1,Store Pickup,Yes,Yes,43,Cash
1220,Sweater,Clothing,23,M,Gold,2.5,Next Day Air,Yes,Yes,35,Credit Card
1221,Gloves,Accessories,64,M,Green,4.9,Express,Yes,Yes,36,Bank Transfer
1222,Socks,Clothing,69,M,Red,4.5,Standard,Yes,Yes,3,Cash
1223,Jeans,Clothing,69,L,Magenta,3.4,Store Pickup,Yes,Yes,27,Bank Transfer
1224,Pants,Clothing,24,L,Red,3.9,Free Shipping,Yes,Yes,21,Bank Transfer
1225,Shorts,Clothing,50,M,Yellow,3.7,Store Pickup,Yes,Yes,18,Venmo
1226,Gloves,Accessories,97,S,Turquoise,2.6,Free Shipping,Yes,Yes,16,Debit Card
1227,Sandals,Footwear,91,S,Cyan,3.4,Store Pickup,Yes,Yes,18,Venmo
1228,Blouse,Clothing,37,L,Yellow,4.9,Store Pickup,Yes,Yes,19,Bank Transfer
1229,Jacket,Outerwear,55,S,Yellow,3.9,Express,Yes,Yes,1,Cash
1230,Jewelry,Accessories,52,XL,Maroon,3.6,Express,Yes,Yes,39,Bank Transfer
1231,Hat,Accessories,80,L,Brown,4.6,Standard,Yes,Yes,49,Venmo
1232,Socks,Clothing,79,M,Gold,4,2-Day Shipping,Yes,Yes,43,Credit Card
1233,Handbag,Accessories,23,M,Charcoal,3.6,Free Shipping,Yes,Yes,31,Debit Card
1234,Pants,Clothing,73,L,Beige,3.5,Next Day Air,Yes,Yes,40,Venmo
1235,Gloves,Accessories,99,M,Indigo,4.1,Store Pickup,Yes,Yes,2,Bank Transfer
1236,Sweater,Clothing,22,M,Red,3,Store Pickup,Yes,Yes,46,PayPal
1237,Hat,Accessories,68,M,White,4.4,Store Pickup,Yes,Yes,35,Debit Card
1238,Dress,Clothing,92,S,Charcoal,4.4,2-Day Shipping,Yes,Yes,42,Credit Card
1239,Pants,Clothing,77,M,Violet,3.7,Express,Yes,Yes,3,Venmo
1240,Coat,Outerwear,37,XL,Magenta,4.8,Standard,Yes,Yes,32,Debit Card
1241,Scarf,Accessories,79,L,White,2.9,Store Pickup,Yes,Yes,48,Debit Card
1242,Hoodie,Clothing,51,XL,Pink,3.1,Express,Yes,Yes,34,Credit Card
1243,Socks,Clothing,27,M,Lavender,4,Next Day Air,Yes,Yes,15,Bank Transfer
1244,Blouse,Clothing,23,S,Pink,3,Store Pickup,Yes,Yes,22,Debit Card
1245,Socks,Clothing,76,S,Silver,3.9,2-Day Shipping,Yes,Yes,2,Cash
1246,Dress,Clothing,31,M,Violet,3.4,Standard,Yes,Yes,30,Bank Transfer
1247,Hoodie,Clothing,60,M,Charcoal,2.7,Standard,Yes,Yes,27,Cash
1248,T-shirt,Clothing,99,M,Charcoal,3.5,Express,Yes,Yes,18,Venmo
1249,Hat,Accessories,37,XL,Red,3,Free Shipping,Yes,Yes,8,Credit Card
1250,Boots,Footwear,50,M,Peach,4.5,Express,Yes,Yes,48,Venmo
1251,Jeans,Clothing,26,XL,Purple,4.1,Free Shipping,Yes,Yes,24,Cash
1252,Shorts,Clothing,86,XL,Orange,5,Next Day Air,Yes,Yes,43,Credit Card
1253,Sandals,Footwear,41,L,Magenta,4,Standard,Yes,Yes,8,Cash
1254,Sandals,Footwear,23,XL,Red,4.9,Express,Yes,Yes,49,PayPal
1255,Sneakers,Footwear,56,XL,Black,3.3,2-Day Shipping,Yes,Yes,2,Credit Card
1256,Hat,Accessories,68,M,Peach,4.1,Standard,Yes,Yes,38,Cash
1257,Coat,Outerwear,48,S,Olive,3.6,Express,Yes,Yes,4,Cash
1258,Dress,Clothing,67,L,Gold,3,Free Shipping,Yes,Yes,31,Cash
1259,Boots,Footwear,87,XL,Gold,4.1,2-Day Shipping,Yes,Yes,34,Debit Card
1260,Skirt,Clothing,64,M,Turquoise,3.9,Standard,Yes,Yes,45,Credit Card
1261,Shirt,Clothing,93,XL,Green,4.1,Store Pickup,Yes,Yes,30,Debit Card
1262,Shirt,Clothing,29,L,Maroon,2.8,Next Day Air,Yes,Yes,2,Credit Card
1263,Boots,Footwear,62,L,Brown,4.8,Store Pickup,Yes,Yes,44,Venmo
1264,Hoodie,Clothing,70,L,Brown,4.6,2-Day Shipping,Yes,Yes,1,Credit Card
1265,Sweater,Clothing,92,S,Blue,2.5,Next Day Air,Yes,Yes,1,Venmo
1266,Shirt,Clothing,79,M,Lavender,2.7,Next Day Air,Yes,Yes,27,Bank Transfer
